date	name	commits	defunct name	files	notes
2018-03-17	-=	8da838e		src/compiler/boot.dst	
2018-03-17	*=	8da838e		src/compiler/boot.dst	
2018-03-17	/=	8da838e		src/compiler/boot.dst	
2018-03-17	%=	8da838e		src/compiler/boot.dst	
					
2018-03-21	if-let	c7de277		examples/utils.dst	
2018-03-21	when-let	c7de277		examples/utils.dst	
					
2018-03-22	partial	0fd5528		src/compiler/boot.dst	
2018-03-22	juxt	0fd5528		src/compiler/boot.dst	
2018-03-22	juxt*	0fd5528		src/compiler/boot.dst	
					
2018-03-29	take-until	73ead5c,5802155		src/compiler/boot.dst	changed by curist in 5802155
2018-03-29	take-while	73ead5c,5802155		src/compiler/boot.dst	changed by curist in 5802155
2018-03-29	drop-until	73ead5c,5802155		src/compiler/boot.dst	changed by curist in 5802155
2018-03-29	drop-while	73ead5c,5802155		src/compiler/boot.dst	changed by curist in 5802155
					
2018-03-29	default	f4ef0ae		src/compiler/boot.dst	
2018-03-29	sort	f4ef0ae		src/compiler/boot.dst	
2018-03-29	sorted	f4ef0ae		src/compiler/boot.dst	
					
2018-05-19	string?	68895e2		src/compiler/boot.dst	
2018-05-19	symbol?	68895e2		src/compiler/boot.dst	
2018-05-19	buffer?	68895e2		src/compiler/boot.dst	
2018-05-19		68895e2	module.paths	src/compiler/boot.dst	renamed to module/paths in 4e4dd31
2018-05-19		68895e2	module.find	src/compiler/boot.dst	renamed to module/find in 4e4dd31
					
2018-05-22		f8bda3a	all-symbols	src/compiler/boot.dst	renamed to all-bindings in 5b1a3b8
					
2018-05-24	loop	b09bf72		src/compiler/boot.dst	
					
2018-06-16	>	6df88f2		core/math.c	
2018-06-16	<	6df88f2		core/math.c	
2018-06-16	>=	6df88f2		core/math.c	
2018-06-16	<=	6df88f2		core/math.c	
2018-06-16	=	6df88f2		core/math.c	
2018-06-16	not=	6df88f2		core/math.c	
					
2018-07-04	print	a018f9f		src/core/corelib.c	
2018-07-04	describe	a018f9f		src/core/corelib.c	
2018-07-04	string	a018f9f		src/core/corelib.c	
2018-07-04	symbol	a018f9f		src/core/corelib.c	
2018-07-04	buffer	a018f9f		src/core/corelib.c	
2018-07-04	table	a018f9f		src/core/corelib.c	
2018-07-04	array	a018f9f		src/core/corelib.c	
2018-07-04	scan-number	a018f9f		src/core/corelib.c	
2018-07-04	tuple	a018f9f		src/core/corelib.c	
2018-07-04	struct	a018f9f		src/core/corelib.c	
2018-07-04	buffer	a018f9f		src/core/corelib.c	
2018-07-04	gensym	a018f9f		src/core/corelib.c	
2018-07-04	gccollect	a018f9f		src/core/corelib.c	
2018-07-04	gcsetinterval	a018f9f		src/core/corelib.c	
2018-07-04	gcinterval	a018f9f		src/core/corelib.c	
2018-07-04	type	a018f9f		src/core/corelib.c	
2018-07-04	next	a018f9f,51678c1		src/core/corelib.c	JOP_NEXT added and asm next implemented in 51678c1
2018-07-04	hash	a018f9f		src/core/corelib.c	
2018-07-04	debug	a018f9f		src/core/corelib.c	
2018-07-04	error	a018f9f		src/core/corelib.c	
2018-07-04	get	a018f9f,aee1687		src/core/corelib.c	semantics of get changed in aee1687 when in was added
2018-07-04	yield	a018f9f		src/core/corelib.c	
2018-07-04	resume	a018f9f		src/core/corelib.c	
2018-07-04	put	a018f9f		src/core/corelib.c	
2018-07-04	length	a018f9f		src/core/corelib.c	
2018-07-04	+	a018f9f		src/core/corelib.c	
2018-07-04	-	a018f9f		src/core/corelib.c	
2018-07-04	*	a018f9f		src/core/corelib.c	
2018-07-04	/	a018f9f		src/core/corelib.c	
					
2018-11-16	doc-format	945b724		src/core/core.janet	
					
2018-12-01	keep	f8ab60f		src/boot/boot.janet	
2018-12-01	distinct	f8ab60f		src/boot/boot.janet	
2018-12-01	flatten-into	f8ab60f		src/boot/boot.janet	
2018-12-01	flatten	f8ab60f		src/boot/boot.janet	
2018-12-01	interpose	f8ab60f		src/boot/boot.janet	
					
2018-12-01	module/paths	4e4dd31		src/core/core.janet	renamed from module.paths which was added in 68895e2
2018-12-01	module/find	4e4dd31		src/core/core.janet	renamed from module.paths which was added in 68895e2
2018-12-01	bnot	4e4dd31		src/core/corelib.c	renamed from ~ which was added in b860b0a
					
2018-12-08	match	b7d44ba,b250679		lib/match.janet	moved to src/core/core.janet in b250679
					
2018-12-17	band	99e14a9		src/core/corelib.c	renamed from & which was added in a018f9f
2018-12-17	bor	99e14a9		src/core/corelib.c	renamed from | which was added in a018f9f
2018-12-17	bxor	99e14a9		src/core/corelib.c	renamed from ^ which was added in a018f9f
2018-12-17	blshift	99e14a9		src/core/corelib.c	renamed from << which was added in a018f9f
2018-12-17	brshift	99e14a9		src/core/corelib.c	renamed from >> which was added in a018f9f
2018-12-17	brushift	99e14a9		src/core/corelib.c	renamed from >>> which was added in a018f9f
					
2019-01-09	all-bindings	5b1a3b8			renamed from all-symbols which was added in f8bda3a
					
2019-01-19	module/cache	b84b0e4		src/core/core.janet	
2019-01-19	module/loading	b84b0e4		src/core/core.janet	
					
2019-02-08	partition	fe27df5		src/core/core.janet	
					
2019-02-17	make-image	1f91ee3		src/core/core.janet	
2019-02-17	load-image	1f91ee3		src/core/core.janet	
					
2019-03-10	break	4a111b3		src/core/specials.c	
					
2019-04-17	printf	2d7df6b		src/boot/boot.janet	
2019-04-17	dyn	2d7df6b		src/core/corelib.c	
2019-04-17	setdyn	2d7df6b		src/core/corelib.c	
					
2019-04-17	with-dyns	513d551		src/boot/boot.janet	
					
2019-04-17	all-dynamics	d1eca1c		src/boot/boot.janet	
					
2019-05-05	trace	88b8418		src/core/corelib.c	
2019-05-05	untrace	88b8418		src/core/corelib.c	
					
2019-05-10	dofile	3388acd		src/boot/boot.janet	
					
2019-06-19	module/expand-path	9ba8728		src/core/corelib.c	
					
2019-06-25	propagate	b8032ec		src/core/corelib.c	
					
2019-06-25	with	a7f3d34		src/boot/boot.janet	renamed from with-resource which was added in b8032ec
					
2019-07-20	use	0d3986a		src/boot/boot.janet	
					
2019-08-05	int?	44e752d		src/core/corelib.c	
2019-08-05	nat?	44e752d		src/core/corelib.c	
2019-08-05	short-fn	44e752d		src/boot/boot.janet	
					
2019-08-06	take	18da183		src/boot/boot.janet	added by curist
2019-08-06	drop	18da183		src/boot/boot.janet	added by curist
					
2019-09-06	get-in	7a13d24		src/boot/boot.janet	
2019-09-06	update-in	7a13d24		src/boot/boot.janet	
2019-09-06	freeze	7a13d24		src/boot/boot.janet	
					
2019-09-06	put-in	99f1472		src/boot/boot.janet	
					
2019-09-25	slice	70ffe3b,cf2d386		src/boot/boot.janet	became janet_core_slice c function in corelib.c in cf2d386
					
2019-11-09	in	aee1687		src/core/corelib.c	
					
2019-11-27	make-image-dict	bca0392		src/boot/boot.janet	
2019-11-27	load-image-dict	bca0392		src/boot/boot.janet	
					
2020-01-16	when-with	962cd7e		src/boot/boot.janet	
2020-01-16	if-with	962cd7e		src/boot/boot.janet	
					
2020-01-24	mod	28d4103		src/core/corelib.c	
2020-01-24	%	28d4103		src/core/corelib.c	
					
2020-06-25	cmp	ac5de1f		src/core/corelib.c	removed janet function compare-primitve and replaced with asm cmp
					
2020-08-23	cancel	28439d8		src/core/corelib.c	
					
2023-06-01	has-key?	5de8894		src/boot/boot.janet	added by Techcable as contains-key? in 0fcbda2
2023-06-01	has-value?	5de8894		src/boot/boot.janet	added by Techcable as contains? in 0fcbda2
					
2023-06-28	div	c83f3ec		src/core/corelib.c	added by primo-ppcg
